hospital_id,date,total_admissions
HHN-LON-01,2024-01-09,67
HHN-LON-01,2024-01-10,59
HHN-LON-01,2024-01-11,63
HHN-LON-01,2024-01-12,70
HHN-LON-01,2024-01-13,81
HHN-LON-01,2024-01-14,75
HHN-LON-01,2024-01-15,54
HHN-LON-01,2024-01-16,79
HHN-LON-01,2024-01-17,75
HHN-LON-01,2024-01-18,59
HHN-LON-01,2024-01-19,40
HHN-LON-01,2024-01-20,46
HHN-LON-01,2024-01-21,44
HHN-LON-01,2024-01-22,64
HHN-LON-01,2024-01-23,57
HHN-LON-01,2024-01-24,53
HHN-LON-01,2024-01-25,75
HHN-LON-01,2024-01-26,64
HHN-LON-01,2024-01-27,62
HHN-LON-01,2024-01-28,65
HHN-LON-01,2024-01-29,70
HHN-LON-01,2024-01-30,72
HHN-LON-01,2024-01-31,84
HHN-LON-01,2024-02-01,82
HHN-LON-01,2024-02-02,63
HHN-LON-01,2024-02-03,49
HHN-LON-01,2024-02-04,37
HHN-LON-01,2024-02-05,67
HHN-LON-01,2024-02-06,67
HHN-LON-01,2024-02-07,67
HHN-LON-01,2024-02-08,59
HHN-LON-01,2024-02-09,59
HHN-LON-01,2024-02-10,49
HHN-LON-01,2024-02-11,38
HHN-LON-01,2024-02-12,74
HHN-LON-01,2024-02-13,89
HHN-LON-01,2024-02-14,63
HHN-LON-01,2024-02-15,68
HHN-LON-01,2024-02-16,72
HHN-LON-01,2024-02-17,97
HHN-LON-01,2024-02-18,71
HHN-LON-01,2024-02-19,75
HHN-LON-01,2024-02-20,54
HHN-LON-01,2024-02-21,64
HHN-LON-01,2024-02-22,77
HHN-LON-01,2024-02-23,57
HHN-LON-01,2024-02-24,36
HHN-LON-01,2024-02-25,78
HHN-LON-01,2024-02-26,58
HHN-LON-01,2024-02-27,56
HHN-LON-01,2024-02-28,86
HHN-LON-01,2024-02-29,57
HHN-LON-01,2024-03-01,46
HHN-LON-01,2024-03-02,43
HHN-LON-01,2024-03-03,54
HHN-LON-01,2024-03-04,72
HHN-LON-01,2024-03-05,69
HHN-LON-01,2024-03-06,61
HHN-LON-01,2024-03-07,86
HHN-LON-01,2024-03-08,50
HHN-LON-01,2024-03-09,71
HHN-LON-01,2024-03-10,58
HHN-LON-01,2024-03-11,73
HHN-LON-01,2024-03-12,80
HHN-LON-01,2024-03-13,53
HHN-LON-01,2024-03-14,59
HHN-LON-01,2024-03-15,45
HHN-LON-01,2024-03-16,42
HHN-LON-01,2024-03-17,59
HHN-LON-01,2024-03-18,49
HHN-LON-01,2024-03-19,40
HHN-LON-01,2024-03-20,73
HHN-LON-01,2024-03-21,41
HHN-LON-01,2024-03-22,65
HHN-LON-01,2024-03-23,37
HHN-LON-01,2024-03-24,48
HHN-LON-01,2024-03-25,65
HHN-LON-01,2024-03-26,66
HHN-LON-01,2024-03-27,48
HHN-LON-01,2024-03-28,33
HHN-LON-01,2024-03-29,42
HHN-LON-01,2024-03-30,46
HHN-LON-01,2024-03-31,51
HHN-LON-01,2024-04-01,48
HHN-LON-01,2024-04-02,72
HHN-LON-01,2024-04-03,41
HHN-LON-01,2024-04-04,51
HHN-LON-01,2024-04-05,54
HHN-LON-01,2024-04-06,58
HHN-LON-01,2024-04-07,45
HHN-LON-01,2024-04-08,105
HHN-LON-01,2024-04-09,66
HHN-LON-01,2024-04-10,86
HHN-LON-01,2024-04-11,50
HHN-LON-01,2024-04-12,56
HHN-LON-01,2024-04-13,34
HHN-LON-01,2024-04-14,23
HHN-LON-01,2024-04-15,45
HHN-LON-01,2024-04-16,51
HHN-LON-01,2024-04-17,58
HHN-LON-01,2024-04-18,63
HHN-LON-01,2024-04-19,47
HHN-LON-01,2024-04-20,67
HHN-LON-01,2024-04-21,46
HHN-LON-01,2024-04-22,50
HHN-LON-01,2024-04-23,57
HHN-LON-01,2024-04-24,53
HHN-LON-01,2024-04-25,54
HHN-LON-01,2024-04-26,50
HHN-LON-01,2024-04-27,66
HHN-LON-01,2024-04-28,35
HHN-LON-01,2024-04-29,50
HHN-LON-01,2024-04-30,41
HHN-LON-01,2024-05-01,48
HHN-LON-01,2024-05-02,40
HHN-LON-01,2024-05-03,46
HHN-LON-01,2024-05-04,36
HHN-LON-01,2024-05-05,31
HHN-LON-01,2024-05-06,45
HHN-LON-01,2024-05-07,58
HHN-LON-01,2024-05-08,36
HHN-LON-01,2024-05-09,46
HHN-LON-01,2024-05-10,52
HHN-LON-01,2024-05-11,26
HHN-LON-01,2024-05-12,33
HHN-LON-01,2024-05-13,51
HHN-LON-01,2024-05-14,43
HHN-LON-01,2024-05-15,50
HHN-LON-01,2024-05-16,53
HHN-LON-01,2024-05-17,60
HHN-LON-01,2024-05-18,34
HHN-LON-01,2024-05-19,45
HHN-LON-01,2024-05-20,45
HHN-LON-01,2024-05-21,70
HHN-LON-01,2024-05-22,33
HHN-LON-01,2024-05-23,48
HHN-LON-01,2024-05-24,40
HHN-LON-01,2024-05-25,54
HHN-LON-01,2024-05-26,21
HHN-LON-01,2024-05-27,38
HHN-LON-01,2024-05-28,56
HHN-LON-01,2024-05-29,76
HHN-LON-01,2024-05-30,36
HHN-LON-01,2024-05-31,40
HHN-LON-01,2024-06-01,33
HHN-LON-01,2024-06-02,29
HHN-LON-01,2024-06-03,45
HHN-LON-01,2024-06-04,54
HHN-LON-01,2024-06-05,58
HHN-LON-01,2024-06-06,60
HHN-LON-01,2024-06-07,41
HHN-LON-01,2024-06-08,18
HHN-LON-01,2024-06-09,20
HHN-LON-01,2024-06-10,50
HHN-LON-01,2024-06-11,76
HHN-LON-01,2024-06-12,56
HHN-LON-01,2024-06-13,54
HHN-LON-01,2024-06-14,39
HHN-LON-01,2024-06-15,60
HHN-LON-01,2024-06-16,37
HHN-LON-01,2024-06-17,54
HHN-LON-01,2024-06-18,67
HHN-LON-01,2024-06-19,43
HHN-LON-01,2024-06-20,60
HHN-LON-01,2024-06-21,51
HHN-LON-01,2024-06-22,30
HHN-LON-01,2024-06-23,29
HHN-LON-01,2024-06-24,62
HHN-LON-01,2024-06-25,41
HHN-LON-01,2024-06-26,45
HHN-LON-01,2024-06-27,44
HHN-LON-01,2024-06-28,40
HHN-LON-01,2024-06-29,20
HHN-LON-01,2024-06-30,25
HHN-LON-01,2024-07-01,60
HHN-LON-01,2024-07-02,35
HHN-LON-01,2024-07-03,31
HHN-LON-01,2024-07-04,45
HHN-LON-01,2024-07-05,38
HHN-LON-01,2024-07-06,36
HHN-LON-01,2024-07-07,25
HHN-LON-01,2024-07-08,44
HHN-LON-01,2024-07-09,55
HHN-LON-01,2024-07-10,53
HHN-LON-01,2024-07-11,52
HHN-LON-01,2024-07-12,61
HHN-LON-01,2024-07-13,34
HHN-LON-01,2024-07-14,33
HHN-LON-01,2024-07-15,38
HHN-LON-01,2024-07-16,35
HHN-LON-01,2024-07-17,59
HHN-LON-01,2024-07-18,37
HHN-LON-01,2024-07-19,54
HHN-LON-01,2024-07-20,18
HHN-LON-01,2024-07-21,40
HHN-LON-01,2024-07-22,42
HHN-LON-01,2024-07-23,64
HHN-LON-01,2024-07-24,61
HHN-LON-01,2024-07-25,89
HHN-LON-01,2024-07-26,43
HHN-LON-01,2024-07-27,33
HHN-LON-01,2024-07-28,31
HHN-LON-01,2024-07-29,41
HHN-LON-01,2024-07-30,43
HHN-LON-01,2024-07-31,35
HHN-LON-01,2024-08-01,23
HHN-LON-01,2024-08-02,26
HHN-LON-01,2024-08-03,19
HHN-LON-01,2024-08-04,32
HHN-LON-01,2024-08-05,32
HHN-LON-01,2024-08-06,46
HHN-LON-01,2024-08-07,41
HHN-LON-01,2024-08-08,33
HHN-LON-01,2024-08-09,32
HHN-LON-01,2024-08-10,23
HHN-LON-01,2024-08-11,27
HHN-LON-01,2024-08-12,49
HHN-LON-01,2024-08-13,39
HHN-LON-01,2024-08-14,33
HHN-LON-01,2024-08-15,49
HHN-LON-01,2024-08-16,41
HHN-LON-01,2024-08-17,39
HHN-LON-01,2024-08-18,30
HHN-LON-01,2024-08-19,30
HHN-LON-01,2024-08-20,47
HHN-LON-01,2024-08-21,27
HHN-LON-01,2024-08-22,38
HHN-LON-01,2024-08-23,24
HHN-LON-01,2024-08-24,44
HHN-LON-01,2024-08-25,19
HHN-LON-01,2024-08-26,29
HHN-LON-01,2024-08-27,34
HHN-LON-01,2024-08-28,41
HHN-LON-01,2024-08-29,31
HHN-LON-01,2024-08-30,40
HHN-LON-01,2024-08-31,53
HHN-LON-01,2024-09-01,25
HHN-LON-01,2024-09-02,44
HHN-LON-01,2024-09-03,70
HHN-LON-01,2024-09-04,57
HHN-LON-01,2024-09-05,43
HHN-LON-01,2024-09-06,42
HHN-LON-01,2024-09-07,55
HHN-LON-01,2024-09-08,25
HHN-LON-01,2024-09-09,42
HHN-LON-01,2024-09-10,46
HHN-LON-01,2024-09-11,34
HHN-LON-01,2024-09-12,42
HHN-LON-01,2024-09-13,50
HHN-LON-01,2024-09-14,48
HHN-LON-01,2024-09-15,41
HHN-LON-01,2024-09-16,52
HHN-LON-01,2024-09-17,52
HHN-LON-01,2024-09-18,52
HHN-LON-01,2024-09-19,65
HHN-LON-01,2024-09-20,42
HHN-LON-01,2024-09-21,57
HHN-LON-01,2024-09-22,40
HHN-LON-01,2024-09-23,44
HHN-LON-01,2024-09-24,59
HHN-LON-01,2024-09-25,51
HHN-LON-01,2024-09-26,60
HHN-LON-01,2024-09-27,45
HHN-LON-01,2024-09-28,35
HHN-LON-01,2024-09-29,57
HHN-LON-01,2024-09-30,62
HHN-LON-01,2024-10-01,41
HHN-LON-01,2024-10-02,40
HHN-LON-01,2024-10-03,59
HHN-LON-01,2024-10-04,59
HHN-LON-01,2024-10-05,41
HHN-LON-01,2024-10-06,37
HHN-LON-01,2024-10-07,48
HHN-LON-01,2024-10-08,50
HHN-LON-01,2024-10-09,61
HHN-LON-01,2024-10-10,71
HHN-LON-01,2024-10-11,65
HHN-LON-01,2024-10-12,43
HHN-LON-01,2024-10-13,30
HHN-LON-01,2024-10-14,59
HHN-LON-01,2024-10-15,50
HHN-LON-01,2024-10-16,53
HHN-LON-01,2024-10-17,49
HHN-LON-01,2024-10-18,39
HHN-LON-01,2024-10-19,47
HHN-LON-01,2024-10-20,37
HHN-LON-01,2024-10-21,60
HHN-LON-01,2024-10-22,61
HHN-LON-01,2024-10-23,41
HHN-LON-01,2024-10-24,38
HHN-LON-01,2024-10-25,67
HHN-LON-01,2024-10-26,53
HHN-LON-01,2024-10-27,28
HHN-LON-01,2024-10-28,77
HHN-LON-01,2024-10-29,67
HHN-LON-01,2024-10-30,32
HHN-LON-01,2024-10-31,61
HHN-LON-01,2024-11-01,63
HHN-LON-01,2024-11-02,52
HHN-LON-01,2024-11-03,59
HHN-LON-01,2024-11-04,65
HHN-LON-01,2024-11-05,83
HHN-LON-01,2024-11-06,56
HHN-LON-01,2024-11-07,66
HHN-LON-01,2024-11-08,69
HHN-LON-01,2024-11-09,52
HHN-LON-01,2024-11-10,54
HHN-LON-01,2024-11-11,46
HHN-LON-01,2024-11-12,36
HHN-LON-01,2024-11-13,70
HHN-LON-01,2024-11-14,44
HHN-LON-01,2024-11-15,52
HHN-LON-01,2024-11-16,70
HHN-LON-01,2024-11-17,39
HHN-LON-01,2024-11-18,55
HHN-LON-01,2024-11-19,65
HHN-LON-01,2024-11-20,57
HHN-LON-01,2024-11-21,53
HHN-LON-01,2024-11-22,72
HHN-LON-01,2024-11-23,44
HHN-LON-01,2024-11-24,54
HHN-LON-01,2024-11-25,80
HHN-LON-01,2024-11-26,79
HHN-LON-01,2024-11-27,64
HHN-LON-01,2024-11-28,51
HHN-LON-01,2024-11-29,62
HHN-LON-01,2024-11-30,40
HHN-LON-01,2024-12-01,40
HHN-LON-01,2024-12-02,61
HHN-LON-01,2024-12-03,57
HHN-LON-01,2024-12-04,61
HHN-LON-01,2024-12-05,57
HHN-LON-01,2024-12-06,83
HHN-LON-01,2024-12-07,39
HHN-LON-01,2024-12-08,44
HHN-LON-01,2024-12-09,66
HHN-LON-01,2024-12-10,60
HHN-LON-01,2024-12-11,55
HHN-LON-01,2024-12-12,68
HHN-LON-01,2024-12-13,70
HHN-LON-01,2024-12-14,49
HHN-LON-01,2024-12-15,58
HHN-LON-01,2024-12-16,54
HHN-LON-01,2024-12-17,54
HHN-LON-01,2024-12-18,40
HHN-LON-01,2024-12-19,58
HHN-LON-01,2024-12-20,63
HHN-LON-01,2024-12-21,60
HHN-LON-01,2024-12-22,40
HHN-LON-01,2024-12-23,58
HHN-LON-01,2024-12-24,74
HHN-LON-01,2024-12-25,66
HHN-LON-01,2024-12-26,56
HHN-LON-01,2024-12-27,47
HHN-LON-01,2024-12-28,62
HHN-LON-01,2024-12-29,56
HHN-LON-01,2024-12-30,57
HHN-LON-01,2024-12-31,46
HHN-LON-01,2025-01-01,51
HHN-LON-01,2025-01-02,41
HHN-LON-01,2025-01-03,73
HHN-LON-01,2025-01-04,48
HHN-LON-01,2025-01-05,38
HHN-LON-01,2025-01-06,57
HHN-LON-01,2025-01-07,60
HHN-LON-01,2025-01-08,76
HHN-LON-01,2025-01-09,73
HHN-LON-01,2025-01-10,70
HHN-LON-01,2025-01-11,67
HHN-LON-01,2025-01-12,56
HHN-LON-01,2025-01-13,56
HHN-LON-01,2025-01-14,50
HHN-LON-01,2025-01-15,79
HHN-LON-01,2025-01-16,59
HHN-LON-01,2025-01-17,80
HHN-LON-01,2025-01-18,77
HHN-LON-01,2025-01-19,43
HHN-LON-01,2025-01-20,73
HHN-LON-01,2025-01-21,66
HHN-LON-01,2025-01-22,40
HHN-LON-01,2025-01-23,43
HHN-LON-01,2025-01-24,62
HHN-LON-01,2025-01-25,83
HHN-LON-01,2025-01-26,48
HHN-LON-01,2025-01-27,73
HHN-LON-01,2025-01-28,95
HHN-LON-01,2025-01-29,60
HHN-LON-01,2025-01-30,46
HHN-LON-01,2025-01-31,86
HHN-LON-01,2025-02-01,73
HHN-LON-01,2025-02-02,99
HHN-LON-01,2025-02-03,90
HHN-LON-01,2025-02-04,59
HHN-LON-01,2025-02-05,62
HHN-LON-01,2025-02-06,64
HHN-LON-01,2025-02-07,95
HHN-LON-01,2025-02-08,101
HHN-LON-01,2025-02-09,51
HHN-LON-01,2025-02-10,69
HHN-LON-01,2025-02-11,97
HHN-LON-01,2025-02-12,57
HHN-LON-01,2025-02-13,67
HHN-LON-01,2025-02-14,54
HHN-LON-01,2025-02-15,69
HHN-LON-01,2025-02-16,41
HHN-LON-01,2025-02-17,56
HHN-LON-01,2025-02-18,73
HHN-LON-01,2025-02-19,104
HHN-LON-01,2025-02-20,53
HHN-LON-01,2025-02-21,58
HHN-LON-01,2025-02-22,85
HHN-LON-01,2025-02-23,71
HHN-LON-01,2025-02-24,64
HHN-LON-01,2025-02-25,52
HHN-LON-01,2025-02-26,76
HHN-LON-01,2025-02-27,41
HHN-LON-01,2025-02-28,80
HHN-LON-01,2025-03-01,46
HHN-LON-01,2025-03-02,74
HHN-LON-01,2025-03-03,74
HHN-LON-01,2025-03-04,63
HHN-LON-01,2025-03-05,59
HHN-LON-01,2025-03-06,64
HHN-LON-01,2025-03-07,46
HHN-LON-01,2025-03-08,55
HHN-LON-01,2025-03-09,47
HHN-LON-01,2025-03-10,54
HHN-LON-01,2025-03-11,67
HHN-LON-01,2025-03-12,59
HHN-LON-01,2025-03-13,46
HHN-LON-01,2025-03-14,45
HHN-LON-01,2025-03-15,43
HHN-LON-01,2025-03-16,49
HHN-LON-01,2025-03-17,58
HHN-LON-01,2025-03-18,67
HHN-LON-01,2025-03-19,51
HHN-LON-01,2025-03-20,47
HHN-LON-01,2025-03-21,65
HHN-LON-01,2025-03-22,62
HHN-LON-01,2025-03-23,55
HHN-LON-01,2025-03-24,54
HHN-LON-01,2025-03-25,54
HHN-LON-01,2025-03-26,59
HHN-LON-01,2025-03-27,59
HHN-LON-01,2025-03-28,61
HHN-LON-01,2025-03-29,52
HHN-LON-01,2025-03-30,48
HHN-LON-01,2025-03-31,37
HHN-LON-01,2025-04-01,42
HHN-LON-01,2025-04-02,57
HHN-LON-01,2025-04-03,42
HHN-LON-01,2025-04-04,57
HHN-LON-01,2025-04-05,28
HHN-LON-01,2025-04-06,43
HHN-LON-01,2025-04-07,79
HHN-LON-01,2025-04-08,63
HHN-LON-01,2025-04-09,33
HHN-LON-01,2025-04-10,68
HHN-LON-01,2025-04-11,50
HHN-LON-01,2025-04-12,59
HHN-LON-01,2025-04-13,49
HHN-LON-01,2025-04-14,53
HHN-LON-01,2025-04-15,52
HHN-LON-01,2025-04-16,67
HHN-LON-01,2025-04-17,40
HHN-LON-01,2025-04-18,52
HHN-LON-01,2025-04-19,28
HHN-LON-01,2025-04-20,52
HHN-LON-01,2025-04-21,51
HHN-LON-01,2025-04-22,48
HHN-LON-01,2025-04-23,51
HHN-LON-01,2025-04-24,54
HHN-LON-01,2025-04-25,41
HHN-LON-01,2025-04-26,43
HHN-LON-01,2025-04-27,50
HHN-LON-01,2025-04-28,62
HHN-LON-01,2025-04-29,51
HHN-LON-01,2025-04-30,42
HHN-LON-01,2025-05-01,59
HHN-LON-01,2025-05-02,49
HHN-LON-01,2025-05-03,31
HHN-LON-01,2025-05-04,69
HHN-LON-01,2025-05-05,35
HHN-LON-01,2025-05-06,89
HHN-LON-01,2025-05-07,53
HHN-LON-01,2025-05-08,48
HHN-LON-01,2025-05-09,50
HHN-LON-01,2025-05-10,57
HHN-LON-01,2025-05-11,46
HHN-LON-01,2025-05-12,49
HHN-LON-01,2025-05-13,53
HHN-LON-01,2025-05-14,51
HHN-LON-01,2025-05-15,46
HHN-LON-01,2025-05-16,30
HHN-LON-01,2025-05-17,16
HHN-LON-01,2025-05-18,50
HHN-LON-01,2025-05-19,53
HHN-LON-01,2025-05-20,58
HHN-LON-01,2025-05-21,49
HHN-LON-01,2025-05-22,43
HHN-LON-01,2025-05-23,64
HHN-LON-01,2025-05-24,50
HHN-LON-01,2025-05-25,35
HHN-LON-01,2025-05-26,42
HHN-LON-01,2025-05-27,70
HHN-LON-01,2025-05-28,59
HHN-LON-01,2025-05-29,58
HHN-LON-01,2025-05-30,60
HHN-LON-01,2025-05-31,36
HHN-LON-01,2025-06-01,55
HHN-LON-01,2025-06-02,64
HHN-LON-01,2025-06-03,34
HHN-LON-01,2025-06-04,54
HHN-LON-01,2025-06-05,44
HHN-LON-01,2025-06-06,29
HHN-LON-01,2025-06-07,49
HHN-LON-01,2025-06-08,29
HHN-LON-01,2025-06-09,51
HHN-LON-01,2025-06-10,51
HHN-LON-01,2025-06-11,50
HHN-LON-01,2025-06-12,61
HHN-LON-01,2025-06-13,37
HHN-LON-01,2025-06-14,38
HHN-LON-01,2025-06-15,13
HHN-LON-01,2025-06-16,39
HHN-LON-01,2025-06-17,42
HHN-LON-01,2025-06-18,44
HHN-LON-01,2025-06-19,51
HHN-LON-01,2025-06-20,57
HHN-LON-01,2025-06-21,29
HHN-LON-01,2025-06-22,33
HHN-LON-01,2025-06-23,59
HHN-LON-01,2025-06-24,64
HHN-LON-01,2025-06-25,44
HHN-LON-01,2025-06-26,40
HHN-LON-01,2025-06-27,38
HHN-LON-01,2025-06-28,32
HHN-LON-01,2025-06-29,28
HHN-LON-01,2025-06-30,54
HHN-LON-01,2025-07-01,57
HHN-LON-01,2025-07-02,54
HHN-LON-01,2025-07-03,47
HHN-LON-01,2025-07-04,45
HHN-LON-01,2025-07-05,32
HHN-LON-01,2025-07-06,29
HHN-LON-01,2025-07-07,58
HHN-LON-01,2025-07-08,71
HHN-LON-01,2025-07-09,39
HHN-LON-01,2025-07-10,54
HHN-LON-01,2025-07-11,41
HHN-LON-01,2025-07-12,34
HHN-LON-01,2025-07-13,31
HHN-LON-01,2025-07-14,75
HHN-LON-01,2025-07-15,48
HHN-LON-01,2025-07-16,47
HHN-LON-01,2025-07-17,51
HHN-LON-01,2025-07-18,33
HHN-LON-01,2025-07-19,70
HHN-LON-01,2025-07-20,38
HHN-LON-01,2025-07-21,50
HHN-LON-01,2025-07-22,34
HHN-LON-01,2025-07-23,66
HHN-LON-01,2025-07-24,53
HHN-LON-01,2025-07-25,59
HHN-LON-01,2025-07-26,46
HHN-LON-01,2025-07-27,46
HHN-LON-01,2025-07-28,57
HHN-LON-01,2025-07-29,42
HHN-LON-01,2025-07-30,65
HHN-LON-01,2025-07-31,47
HHN-LON-01,2025-08-01,47
HHN-LON-01,2025-08-02,28
HHN-LON-01,2025-08-03,51
HHN-LON-01,2025-08-04,27
HHN-LON-01,2025-08-05,30
HHN-LON-01,2025-08-06,19
HHN-LON-01,2025-08-07,47
HHN-LON-01,2025-08-08,27
HHN-LON-01,2025-08-09,28
HHN-LON-01,2025-08-10,36
HHN-LON-01,2025-08-11,35
HHN-LON-01,2025-08-12,71
HHN-LON-01,2025-08-13,49
HHN-LON-01,2025-08-14,42
HHN-LON-01,2025-08-15,38
HHN-LON-01,2025-08-16,62
HHN-LON-01,2025-08-17,36
HHN-LON-01,2025-08-18,29
HHN-LON-01,2025-08-19,30
HHN-LON-01,2025-08-20,40
HHN-LON-01,2025-08-21,43
HHN-LON-01,2025-08-22,50
HHN-LON-01,2025-08-23,54
HHN-LON-01,2025-08-24,40
HHN-LON-01,2025-08-25,26
HHN-LON-01,2025-08-26,39
HHN-LON-01,2025-08-27,42
HHN-LON-01,2025-08-28,23
HHN-LON-01,2025-08-29,54
HHN-LON-01,2025-08-30,44
HHN-LON-01,2025-08-31,39
HHN-LON-01,2025-09-01,46
HHN-LON-01,2025-09-02,51
HHN-LON-01,2025-09-03,52
HHN-LON-01,2025-09-04,56
HHN-LON-01,2025-09-05,49
HHN-LON-01,2025-09-06,31
HHN-LON-01,2025-09-07,38
HHN-LON-01,2025-09-08,68
HHN-LON-01,2025-09-09,37
HHN-LON-01,2025-09-10,63
HHN-LON-01,2025-09-11,49
HHN-LON-01,2025-09-12,46
HHN-LON-01,2025-09-13,22
HHN-LON-01,2025-09-14,36
HHN-LON-01,2025-09-15,67
HHN-LON-01,2025-09-16,46
HHN-LON-01,2025-09-17,41
HHN-LON-01,2025-09-18,41
HHN-LON-01,2025-09-19,59
HHN-LON-01,2025-09-20,29
HHN-LON-01,2025-09-21,37
HHN-LON-01,2025-09-22,58
HHN-LON-01,2025-09-23,52
HHN-LON-01,2025-09-24,39
HHN-LON-01,2025-09-25,46
HHN-LON-01,2025-09-26,41
HHN-LON-01,2025-09-27,41
HHN-LON-01,2025-09-28,27
HHN-LON-01,2025-09-29,51
HHN-LON-01,2025-09-30,47
HHN-LON-01,2025-10-01,70
HHN-LON-01,2025-10-02,45
HHN-LON-01,2025-10-03,57
HHN-LON-01,2025-10-04,31
HHN-LON-01,2025-10-05,44
HHN-LON-01,2025-10-06,64
HHN-LON-01,2025-10-07,55
HHN-LON-01,2025-10-08,49
HHN-LON-01,2025-10-09,48
HHN-LON-01,2025-10-10,63
HHN-LON-01,2025-10-11,53
HHN-LON-01,2025-10-12,50
HHN-LON-01,2025-10-13,61
HHN-LON-01,2025-10-14,42
HHN-LON-01,2025-10-15,35
HHN-LON-01,2025-10-16,67
HHN-LON-01,2025-10-17,81
HHN-LON-01,2025-10-18,69
HHN-LON-01,2025-10-19,43
HHN-LON-01,2025-10-20,86
HHN-LON-01,2025-10-21,59
HHN-LON-01,2025-10-22,39
HHN-LON-01,2025-10-23,40
HHN-LON-01,2025-10-24,44
HHN-LON-01,2025-10-25,56
HHN-LON-01,2025-10-26,30
HHN-LON-01,2025-10-27,71
HHN-LON-01,2025-10-28,54
HHN-LON-01,2025-10-29,46
HHN-LON-01,2025-10-30,47
HHN-LON-01,2025-10-31,46
HHN-LON-01,2025-11-01,41
HHN-LON-01,2025-11-02,35
HHN-LON-01,2025-11-03,62
HHN-LON-01,2025-11-04,63
HHN-LON-01,2025-11-05,43
HHN-LON-01,2025-11-06,83
HHN-LON-01,2025-11-07,58
HHN-LON-01,2025-11-08,47
HHN-LON-01,2025-11-09,32
HHN-LON-01,2025-11-10,69
HHN-LON-01,2025-11-11,50
HHN-LON-01,2025-11-12,42
HHN-LON-01,2025-11-13,59
HHN-LON-01,2025-11-14,55
HHN-LON-01,2025-11-15,65
HHN-LON-01,2025-11-16,35
HHN-LON-01,2025-11-17,71
HHN-LON-01,2025-11-18,85
HHN-LON-01,2025-11-19,48
HHN-LON-01,2025-11-20,48
HHN-LON-01,2025-11-21,47
HHN-LON-01,2025-11-22,39
HHN-LON-01,2025-11-23,38
HHN-LON-01,2025-11-24,65
HHN-LON-01,2025-11-25,72
HHN-LON-01,2025-11-26,62
HHN-LON-01,2025-11-27,62
HHN-LON-01,2025-11-28,47
HHN-LON-01,2025-11-29,43
HHN-LON-01,2025-11-30,39
HHN-LON-01,2025-12-01,54
HHN-LON-01,2025-12-02,56
HHN-LON-01,2025-12-03,60
HHN-LON-01,2025-12-04,59
HHN-LON-01,2025-12-05,66
HHN-LON-01,2025-12-06,61
HHN-LON-01,2025-12-07,50
HHN-LON-01,2025-12-08,49
HHN-LON-01,2025-12-09,91
HHN-LON-01,2025-12-10,75
HHN-LON-01,2025-12-11,64
HHN-LON-01,2025-12-12,68
HHN-LON-01,2025-12-13,33
HHN-LON-01,2025-12-14,36
HHN-LON-01,2025-12-15,68
HHN-LON-01,2025-12-16,77
HHN-LON-01,2025-12-17,45
HHN-LON-01,2025-12-18,67
HHN-LON-01,2025-12-19,50
HHN-LON-01,2025-12-20,42
HHN-LON-01,2025-12-21,39
HHN-LON-01,2025-12-22,74
HHN-LON-01,2025-12-23,58
HHN-LON-01,2025-12-24,53
HHN-LON-01,2025-12-25,62
HHN-LON-01,2025-12-26,46
HHN-LON-01,2025-12-27,66
HHN-LON-01,2025-12-28,86
HHN-LON-01,2025-12-29,50
HHN-LON-01,2025-12-30,61
HHN-LON-01,2025-12-31,55
HHN-LON-01,2026-01-01,4
HHN-LON-02,2024-01-01,40
HHN-LON-02,2024-01-02,50
HHN-LON-02,2024-01-03,23
HHN-LON-02,2024-01-04,42
HHN-LON-02,2024-01-05,51
HHN-LON-02,2024-01-06,26
HHN-LON-02,2024-01-07,34
HHN-LON-02,2024-01-08,51
HHN-LON-02,2024-01-09,39
HHN-LON-02,2024-01-10,55
HHN-LON-02,2024-01-11,29
HHN-LON-02,2024-01-12,33
HHN-LON-02,2024-01-13,39
HHN-LON-02,2024-01-14,51
HHN-LON-02,2024-01-15,30
HHN-LON-02,2024-01-16,46
HHN-LON-02,2024-01-17,41
HHN-LON-02,2024-01-18,34
HHN-LON-02,2024-01-19,33
HHN-LON-02,2024-01-20,38
HHN-LON-02,2024-01-21,21
HHN-LON-02,2024-01-22,68
HHN-LON-02,2024-01-23,62
HHN-LON-02,2024-01-24,32
HHN-LON-02,2024-01-25,38
HHN-LON-02,2024-01-26,40
HHN-LON-02,2024-01-27,39
HHN-LON-02,2024-01-28,33
HHN-LON-02,2024-01-29,48
HHN-LON-02,2024-01-30,50
HHN-LON-02,2024-01-31,43
HHN-LON-02,2024-02-01,40
HHN-LON-02,2024-02-02,37
HHN-LON-02,2024-02-03,41
HHN-LON-02,2024-02-04,37
HHN-LON-02,2024-02-05,52
HHN-LON-02,2024-02-06,54
HHN-LON-02,2024-02-07,54
HHN-LON-02,2024-02-08,52
HHN-LON-02,2024-02-09,75
HHN-LON-02,2024-02-10,46
HHN-LON-02,2024-02-11,28
HHN-LON-02,2024-02-12,69
HHN-LON-02,2024-02-13,48
HHN-LON-02,2024-02-14,60
HHN-LON-02,2024-02-15,54
HHN-LON-02,2024-02-16,46
HHN-LON-02,2024-02-17,23
HHN-LON-02,2024-02-18,41
HHN-LON-02,2024-02-19,38
HHN-LON-02,2024-02-20,40
HHN-LON-02,2024-02-21,39
HHN-LON-02,2024-02-22,65
